first_name,last_name,address,city,phone1,phone2,email,SKU_number,PriorityStatus,DateOfPurchase,Country
Mozell,Pelkowski,577 Parade St,South San Francisco,650-947-1215,650-960-1069,mpelkowski@pelkowski.org,104,2,01-10-2012,USA
Viola,Bitsuie,70 Mechanic St,Northridge,818-864-4875,818-481-5787,viola@gmail.com,108,3,28-09-2012,USA
Franklyn,Emard,4379 Highway 116,Philadelphia,215-558-8189,215-483-3003,femard@emard.com,104,2,02-11-2012,USA
Willodean,Konopacki,55 Hawthorne Blvd,Lafayette,337-253-8384,337-774-7564,willodean_konopacki@konopacki.org,102,2,16-11-2012,USA
Beckie,Silvestrini,7116 Western Ave,Dearborn,313-533-4884,313-390-7855,beckie.silvestrini@silvestrini.com,115,1,03-12-2012,USA
Rebecka,Gesick,2026 N Plankinton Ave #3,Austin,512-213-8574,512-693-8345,rgesick@gesick.org,107,1,13-12-2012,USA
Frederica,Blunk,99586 Main St,Dallas,214-428-2285,214-529-1949,frederica_blunk@gmail.com,120,2,25-12-2012,USA
Glen,Bartolet,8739 Hudson St,Vashon,206-697-5796,206-389-1482,glen_bartolet@hotmail.com,114,3,23-11-2012,USA
Freeman,Gochal,383 Gunderman Rd #197,Coatesville,610-476-3501,610-752-2683,freeman_gochal@aol.com,103,3,20-08-2012,USA
Vincent,Meinerding,4441 Point Term Mkt,Philadelphia,215-372-1718,215-829-4221,vincent.meinerding@hotmail.com,118,2,20-08-2012,USA
Rima,Bevelacqua,2972 Lafayette Ave,Gardena,310-858-5079,310-499-4200,rima@cox.net,109,3,08-10-2012,USA
Glendora,Sarbacher,2140 Diamond Blvd,Rohnert Park,707-653-8214,707-881-3154,gsarbacher@gmail.com,105,3,16-01-2012,USA
Avery,Steier,93 Redmond Rd #492,Orlando,407-808-9439,407-945-8566,avery@cox.net,119,2,18-09-2012,USA
Cristy,Lother,3989 Portage Tr,Escondido,760-971-4322,760-465-4762,cristy@lother.com,101,2,18-09-2012,USA
Nicolette,Brossart,1 Midway Rd,Westborough,508-837-9230,508-504-6388,nicolette_brossart@brossart.com,118,3,04-01-2012,USA
Tracey,Modzelewski,77132 Coon Rapids Blvd Nw,Conroe,936-264-9294,936-988-8171,tracey@hotmail.com,105,1,04-01-2012,USA
Virgina,Tegarden,755 Harbor Way,Milwaukee,414-214-8697,414-411-5744,virgina_tegarden@tegarden.com,109,3,01-03-2012,USA
Tiera,Frankel,87 Sierra Rd,El Monte,626-636-4117,626-638-4241,tfrankel@aol.com,105,3,02-08-2012,USA
Alaine,Bergesen,7667 S Hulen St #42,Yonkers,914-300-9193,914-654-1426,alaine_bergesen@cox.net,107,3,29-11-2012,USA
Earleen,Mai,75684 S Withlapopka Dr #32,Dallas,214-289-1973,214-785-6750,earleen_mai@cox.net,112,2,26-01-2012,USA
Leonida,Gobern,5 Elmwood Park Blvd,Biloxi,228-235-5615,228-432-4635,leonida@gobern.org,110,2,02-02-2012,USA
Ressie,Auffrey,23 Palo Alto Sq,Miami,305-604-8981,305-287-4743,ressie.auffrey@yahoo.com,106,3,16-02-2012,USA
Justine,Mugnolo,38062 E Main St,New York,212-304-9225,212-311-6377,jmugnolo@yahoo.com,115,2,21-02-2012,USA
Eladia,Saulter,3958 S Dupont Hwy #7,Ramsey,201-474-4924,201-365-8698,eladia@saulter.com,101,3,23-02-2012,USA
Chaya,Malvin,560 Civic Center Dr,Ann Arbor,734-928-5182,734-408-8174,chaya@malvin.com,116,1,12-04-2012,USA
Gwenn,Suffield,3270 Dequindre Rd,Deer Park,631-258-6558,631-295-9879,gwenn_suffield@suffield.org,115,3,22-03-2012,USA
Salena,Karpel,1 Garfield Ave #7,Canton,330-791-8557,330-618-2579,skarpel@cox.net,111,2,19-04-2012,USA
Yoko,Fishburne,9122 Carpenter Ave,New Haven,203-506-4706,203-840-8634,yoko@fishburne.com,100,3,10-05-2012,USA
Taryn,Moyd,48 Lenox St,Fairfax,703-322-4041,703-938-7939,taryn.moyd@hotmail.com,107,1,02-05-2012,USA
Katina,Polidori,5 Little River Tpke,Wilmington,978-626-2978,978-679-7429,katina_polidori@aol.com,100,2,31-05-2012,USA
Rickie,Plumer,3 N Groesbeck Hwy,Toledo,419-693-1334,419-313-5571,rickie.plumer@aol.com,110,1,21-05-2012,USA
Alex,Loader,37 N Elm St #916,Tacoma,253-660-7821,253-875-9222,alex@loader.com,118,2,07-06-2012,USA
Lashon,Vizarro,433 Westminster Blvd #590,Roseville,916-741-7884,916-289-4526,lashon@aol.com,100,2,31-05-2012,USA
Lauran,Burnard,66697 Park Pl #3224,Riverton,307-342-7795,307-453-7589,lburnard@burnard.com,102,2,05-06-2012,USA
Ceola,Setter,96263 Greenwood Pl,Warren,207-627-7565,207-297-5029,ceola.setter@setter.org,103,2,07-06-2012,USA
My,Rantanen,8 Mcarthur Ln,Richboro,215-491-5633,215-647-2158,my@hotmail.com,119,2,14-06-2012,USA
Lorrine,Worlds,8 Fair Lawn Ave,Tampa,813-769-2939,813-863-6467,lorrine.worlds@worlds.com,116,2,21-06-2012,USA
Peggie,Sturiale,9 N 14th St,El Cajon,619-608-1763,619-695-8086,peggie@cox.net,113,2,26-06-2012,USA
Marvel,Raymo,9 Vanowen St,College Station,979-718-8968,979-809-5770,mraymo@yahoo.com,106,3,05-07-2012,USA
Daron,Dinos,18 Waterloo Geneva Rd,Highland Park,847-233-3075,847-265-6609,daron_dinos@cox.net,107,3,17-07-2012,USA
An,Fritz,506 S Hacienda Dr,Atlantic City,609-228-5265,609-854-7156,an_fritz@hotmail.com,120,2,26-07-2012,USA
Portia,Stimmel,3732 Sherman Ave,Bridgewater,908-722-7128,908-670-4712,portia.stimmel@aol.com,120,1,01-08-2012,USA
Rhea,Aredondo,25657 Live Oak St,Brooklyn,718-560-9537,718-280-4183,rhea_aredondo@cox.net,102,3,01-08-2012,USA
Benedict,Sama,4923 Carey Ave,Saint Louis,314-787-1588,314-858-4832,bsama@cox.net,104,2,23-08-2012,USA
Alyce,Arias,3196 S Rider Trl,Stockton,209-317-1801,209-242-7022,alyce@arias.org,103,1,31-08-2012,USA
Heike,Berganza,3 Railway Ave #75,Little Falls,973-936-5095,973-822-8827,heike@gmail.com,111,3,20-09-2012,USA
Carey,Dopico,87393 E Highland Rd,Indianapolis,317-578-2453,317-441-5848,carey_dopico@dopico.org,120,1,20-09-2012,USA
Dottie,Hellickson,67 E Chestnut Hill Rd,Seattle,206-540-6076,206-295-5631,dottie@hellickson.org,114,3,25-09-2012,USA
Deandrea,Hughey,33 Lewis Rd #46,Burlington,336-822-7652,336-467-3095,deandrea@yahoo.com,107,2,04-10-2012,USA
Kimberlie,Duenas,8100 Jacksonville Rd #7,Hays,785-629-8542,785-616-1685,kimberlie_duenas@yahoo.com,108,3,11-10-2012,USA
Martina,Staback,7 W Wabansia Ave #227,Orlando,407-471-6908,407-429-2145,martina_staback@staback.com,120,1,16-10-2012,USA
Skye,Fillingim,25 Minters Chapel Rd #9,Minneapolis,612-508-2655,612-664-6304,skye_fillingim@yahoo.com,112,3,25-10-2012,USA
Jade,Farrar,6882 Torresdale Ave,Columbia,803-352-5387,803-975-3405,jade.farrar@yahoo.com,100,3,30-10-2012,USA
Charlene,Hamilton,985 E 6th Ave,Santa Rosa,707-300-1771,707-821-8037,charlene.hamilton@hotmail.com,108,2,08-11-2012,USA
Geoffrey,Acey,7 West Ave #1,Palatine,847-222-1734,847-556-2909,geoffrey@gmail.com,115,1,22-11-2012,USA
Stevie,Westerbeck,26659 N 13th St,Costa Mesa,949-867-4077,949-903-3898,stevie.westerbeck@yahoo.com,115,2,22-11-2012,USA
Pamella,Fortino,669 Packerland Dr #1438,Denver,303-404-2210,303-794-1341,pamella@fortino.com,101,1,06-12-2012,USA
Harrison,Haufler,759 Eldora St,New Haven,203-801-6193,203-801-8497,hhaufler@hotmail.com,103,2,13-12-2012,USA
Johnna,Engelberg,5 S Colorado Blvd #449,Bothell,425-986-7573,425-700-3751,jengelberg@engelberg.org,113,1,20-12-2012,USA
Buddy,Cloney,944 Gaither Dr,Strongsville,440-989-5826,440-327-2093,buddy.cloney@yahoo.com,110,1,24-01-2012,USA
Dalene,Riden,66552 Malone Rd,Plaistow,603-315-6839,603-745-7497,dalene.riden@aol.com,116,3,24-01-2012,USA
Jerry,Zurcher,77 Massillon Rd #822,Satellite Beach,321-518-5938,321-597-2159,jzurcher@zurcher.org,112,3,09-02-2012,USA
Haydee,Denooyer,25346 New Rd,New York,212-792-8658,212-782-3493,hdenooyer@denooyer.org,117,1,16-02-2012,USA
Joseph,Cryer,60 Fillmore Ave,Huntington Beach,714-584-2237,714-698-2170,joseph_cryer@cox.net,106,2,23-02-2012,USA
Deonna,Kippley,57 Haven Ave #90,Southfield,248-913-4677,248-793-4966,deonna_kippley@hotmail.com,105,2,07-03-2012,USA
Raymon,Calvaresi,6538 E Pomona St #60,Indianapolis,317-825-4724,317-342-1532,raymon.calvaresi@gmail.com,114,3,12-04-2012,USA
Alecia,Bubash,6535 Joyce St,Wichita Falls,940-276-7922,940-302-3036,alecia@aol.com,107,3,17-04-2012,USA
Ma,Layous,78112 Morris Ave,North Haven,203-721-3388,203-564-1543,mlayous@hotmail.com,118,1,10-05-2012,USA
Detra,Coyier,96950 Hidden Ln,Aberdeen,410-739-9277,410-259-2118,detra@aol.com,114,2,18-04-2012,USA
Terrilyn,Rodeigues,3718 S Main St,New Orleans,504-463-4384,504-635-8518,terrilyn.rodeigues@cox.net,120,1,18-04-2012,USA
Salome,Lacovara,9677 Commerce Dr,Richmond,804-550-5097,804-858-1011,slacovara@gmail.com,104,2,19-04-2012,USA
Garry,Keetch,5 Green Pond Rd #4,Southampton,215-979-8776,215-846-9046,garry_keetch@hotmail.com,101,2,10-05-2012,USA
Matthew,Neither,636 Commerce Dr #42,Shakopee,952-651-7597,952-906-4597,mneither@yahoo.com,120,3,16-05-2012,USA
Theodora,Restrepo,42744 Hamann Industrial Pky #82,Miami,305-936-8226,305-573-1085,theodora.restrepo@restrepo.com,118,2,21-05-2012,USA
Noah,Kalafatis,1950 5th Ave,Milwaukee,414-263-5287,414-660-9766,noah.kalafatis@aol.com,105,2,21-05-2012,USA
Carmen,Sweigard,61304 N French Rd,Somerset,732-941-2621,732-445-6940,csweigard@sweigard.com,100,3,31-05-2012,USA
Lavonda,Hengel,87 Imperial Ct #79,Fargo,701-898-2154,701-421-7080,lavonda@cox.net,109,1,07-06-2012,USA
Junita,Stoltzman,94 W Dodge Rd,Carson City,775-638-9963,775-578-1214,junita@aol.com,109,1,12-06-2012,USA
Herminia,Nicolozakes,4 58th St #3519,Scottsdale,602-954-5141,602-304-6433,herminia@nicolozakes.org,103,3,12-06-2012,USA
Casie,Good,5221 Bear Valley Rd,Nashville,615-390-2251,615-825-4297,casie.good@aol.com,103,3,14-06-2012,USA
Reena,Maisto,9648 S Main,Salisbury,410-351-1863,410-951-2667,reena@hotmail.com,114,1,21-06-2012,USA
Mirta,Mallett,7 S San Marcos Rd,New York,212-870-1286,212-745-6948,mirta_mallett@gmail.com,115,3,26-06-2012,USA
Cathrine,Pontoriero,812 S Haven St,Amarillo,806-703-1435,806-558-5848,cathrine.pontoriero@pontoriero.com,116,2,05-07-2012,USA
Filiberto,Tawil,3882 W Congress St #799,Los Angeles,323-765-2528,323-842-8226,ftawil@hotmail.com,100,2,12-07-2012,USA
Raul,Upthegrove,4 E Colonial Dr,La Mesa,619-509-5282,619-666-4765,rupthegrove@yahoo.com,101,3,17-07-2012,USA
Sarah,Candlish,45 2nd Ave #9759,Atlanta,770-732-1194,770-531-2842,sarah.candlish@gmail.com,117,1,02-08-2012,USA
Lucy,Treston,57254 Brickell Ave #372,Worcester,508-769-5250,508-502-5634,lucy@cox.net,113,3,16-08-2012,USA
Judy,Aquas,8977 Connecticut Ave Nw #3,Niles,269-756-7222,269-431-9464,jaquas@aquas.com,103,1,21-08-2012,USA
Yvonne,Tjepkema,9 Waydell St,Fairfield,973-714-1721,973-976-8627,yvonne.tjepkema@hotmail.com,104,2,24-08-2012,USA
Kayleigh,Lace,43 Huey P Long Ave,Lafayette,337-740-9323,337-751-2326,kayleigh.lace@yahoo.com,101,1,29-08-2012,USA
Felix,Hirpara,7563 Cornwall Rd #4462,Denver,717-491-5643,717-583-1497,felix_hirpara@cox.net,104,1,20-09-2012,USA
Tresa,Sweely,22 Bridle Ln,Valley Park,314-359-9566,314-231-3514,tresa_sweely@hotmail.com,115,1,19-09-2012,USA
Kristeen,Turinetti,70099 E North Ave,Arlington,817-213-8851,817-947-9480,kristeen@gmail.com,104,1,20-09-2012,USA
Jenelle,Regusters,3211 E Northeast Loop,Tampa,813-932-8715,813-357-7296,jregusters@regusters.com,107,3,04-10-2012,USA
Renea,Monterrubio,26 Montgomery St,Atlanta,770-679-4752,770-930-9967,renea@hotmail.com,109,3,11-10-2012,USA
Olive,Matuszak,13252 Lighthouse Ave,Cathedral City,760-938-6069,760-745-2649,olive@aol.com,111,1,05-10-2012,USA
Ligia,Reiber,206 Main St #2804,Lansing,517-906-1108,517-747-7664,lreiber@cox.net,117,3,16-10-2012,USA
Christiane,Eschberger,96541 W Central Blvd,Phoenix,602-390-4944,602-330-6894,christiane.eschberger@yahoo.com,112,3,18-10-2012,USA
Goldie,Schirpke,34 Saint George Ave #2,Bangor,207-295-7569,207-748-3722,goldie.schirpke@yahoo.com,109,3,29-10-2012,USA
Loreta,Timenez,47857 Coney Island Ave,Clinton,301-696-6420,301-392-6698,loreta.timenez@hotmail.com,102,1,02-11-2012,USA
Fabiola,Hauenstein,8573 Lincoln Blvd,York,717-809-3119,717-344-2804,fabiola.hauenstein@hauenstein.org,109,3,13-11-2012,USA
Amie,Perigo,596 Santa Maria Ave #7913,Mesquite,972-419-7946,972-898-1033,amie.perigo@yahoo.com,112,2,22-11-2012,USA
Raina,Brachle,3829 Ventura Blvd,Butte,406-318-1515,406-374-7752,raina.brachle@brachle.org,117,3,22-11-2012,USA
Erinn,Canlas,13 S Hacienda Dr,Livingston,973-767-3008,973-563-9502,erinn.canlas@canlas.com,120,1,03-12-2012,USA
Cherry,Lietz,40 9th Ave Sw #91,Waterford,248-980-6904,248-697-7722,cherry@lietz.com,114,3,19-06-2012,USA
Kattie,Vonasek,2845 Boulder Crescent St,Cleveland,216-923-3715,216-270-9653,kattie@vonasek.org,109,3,10-01-2012,USA
Lilli,Scriven,33 State St,Abilene,325-631-1560,325-667-7868,lilli@aol.com,110,1,09-02-2012,USA
Whitley,Tomasulo,2 S 15th St,Fort Worth,817-526-4408,817-819-7799,whitley.tomasulo@aol.com,120,3,13-02-2012,USA
Barbra,Adkin,4 Kohler Memorial Dr,Brooklyn,718-201-3751,718-732-9475,badkin@hotmail.com,114,2,24-02-2012,USA
Hermila,Thyberg,1 Rancho Del Mar Shopping C,Providence,401-893-4882,401-885-7681,hermila_thyberg@hotmail.com,120,1,29-02-2012,USA
Jesusita,Flister,3943 N Highland Ave,Lancaster,717-885-9118,717-686-7564,jesusita.flister@hotmail.com,100,2,09-03-2012,USA
Caitlin,Julia,5 Williams St,Johnston,401-948-4982,401-552-9059,caitlin.julia@julia.org,100,1,15-03-2012,USA
Roosevelt,Hoffis,60 Old Dover Rd,Hialeah,305-622-4739,305-302-1135,roosevelt.hoffis@aol.com,100,1,22-03-2012,USA
Helaine,Halter,8 Sheridan Rd,Jersey City,201-832-4168,201-412-3040,hhalter@yahoo.com,107,2,26-03-2012,USA
Lorean,Martabano,85092 Southern Blvd,San Antonio,210-856-4979,210-634-2447,lorean.martabano@hotmail.com,120,3,27-03-2012,USA
France,Buzick,64 Newman Springs Rd E,Brooklyn,718-478-8504,718-853-3740,france.buzick@yahoo.com,117,1,28-03-2012,USA
Justine,Ferrario,48 Stratford Ave,Pomona,909-993-3242,909-631-5703,jferrario@hotmail.com,105,1,05-04-2012,USA
Adelina,Nabours,80 Pittsford Victor Rd #9,Cleveland,216-230-4892,216-937-5320,adelina_nabours@gmail.com,112,2,06-04-2012,USA
Derick,Dhamer,87163 N Main Ave,New York,212-304-4515,212-225-9676,ddhamer@cox.net,102,2,09-04-2012,USA
Jerry,Dallen,393 Lafayette Ave,Richmond,804-762-9576,804-808-9574,jerry.dallen@yahoo.com,115,1,20-04-2012,USA
Leota,Ragel,99 5th Ave #33,Trion,706-221-4243,706-616-5131,leota.ragel@gmail.com,119,2,23-04-2012,USA
Jutta,Amyot,49 N Mays St,Broussard,337-515-1438,337-991-8070,jamyot@hotmail.com,117,2,04-05-2012,USA
Aja,Gehrett,993 Washington Ave,Nutley,973-544-2677,973-986-4456,aja_gehrett@hotmail.com,106,2,09-05-2012,USA
Kirk,Herritt,88 15th Ave Ne,Vestal,607-407-3716,607-350-7690,kirk.herritt@aol.com,102,2,23-05-2012,USA
Leonora,Mauson,3381 E 40th Ave,Passaic,973-412-2995,973-355-2120,leonora@yahoo.com,102,2,29-05-2012,USA
Winfred,Brucato,201 Ridgewood Rd,Moscow,208-252-4552,208-793-4108,winfred_brucato@hotmail.com,119,3,29-05-2012,USA
Tarra,Nachor,39 Moccasin Dr,San Francisco,415-411-1775,415-284-2730,tarra.nachor@cox.net,113,1,31-05-2012,USA
Corinne,Loder,4 Carroll St,North Attleboro,508-942-4186,508-618-7826,corinne@loder.org,109,3,07-06-2012,USA
Dulce,Labreche,9581 E Arapahoe Rd,Rochester,248-357-8718,248-811-5696,dulce_labreche@yahoo.com,103,2,14-06-2012,USA
Kate,Keneipp,33 N Michigan Ave,Green Bay,920-353-6377,920-355-1610,kate_keneipp@yahoo.com,112,2,15-06-2012,USA
Kaitlyn,Ogg,2 S Biscayne Blvd,Baltimore,410-665-4903,410-773-3862,kaitlyn.ogg@gmail.com,119,2,20-06-2012,USA
Sherita,Saras,8 Us Highway 22,Colorado Springs,719-669-1664,719-547-9543,sherita.saras@cox.net,105,2,03-07-2012,USA
Lashawnda,Stuer,7422 Martin Ave #8,Toledo,419-588-8719,419-399-1744,lstuer@cox.net,115,1,05-07-2012,USA
Ernest,Syrop,94 Chase Rd,Hyattsville,301-998-9644,301-257-4883,ernest@cox.net,100,2,09-07-2012,USA
Nobuko,Halsey,8139 I Hwy 10 #92,New Bedford,508-855-9887,508-897-7916,nobuko.halsey@yahoo.com,117,2,13-07-2012,USA
Lavonna,Wolny,5 Cabot Rd,Mc Lean,703-483-1970,703-892-2914,lavonna.wolny@hotmail.com,103,3,18-07-2012,USA
Lashaunda,Lizama,3387 Ryan Dr,Hanover,410-678-2473,410-912-6032,llizama@cox.net,114,2,20-07-2012,USA
Mariann,Bilden,3125 Packer Ave #9851,Austin,512-223-4791,512-742-1149,mariann.bilden@aol.com,110,2,23-07-2012,USA
Helene,Rodenberger,347 Chestnut St,Peoria,623-461-8551,623-426-4907,helene@aol.com,102,2,01-08-2012,USA
Roselle,Estell,8116 Mount Vernon Ave,Bucyrus,419-571-5920,419-488-6648,roselle.estell@hotmail.com,102,2,06-08-2012,USA
Samira,Heintzman,8772 Old County Rd #5410,Kent,206-311-4137,206-923-6042,sheintzman@hotmail.com,106,1,06-08-2012,USA
Margart,Meisel,868 State St #38,Cincinnati,513-617-2362,513-747-9603,margart_meisel@yahoo.com,116,1,08-08-2012,USA
Kristofer,Bennick,772 W River Dr,Bloomington,812-368-1511,812-442-8544,kristofer.bennick@yahoo.com,100,3,20-08-2012,USA
Weldon,Acuff,73 W Barstow Ave,Arlington Heights,847-353-2156,847-613-5866,wacuff@gmail.com,114,3,21-08-2012,USA
Shalon,Shadrick,61047 Mayfield Ave,Brooklyn,718-232-2337,718-394-4974,shalon@cox.net,120,1,10-10-2012,USA
Denise,Patak,2139 Santa Rosa Ave,Orlando,407-446-4358,407-808-3254,denise@patak.org,108,2,11-10-2012,USA
Louvenia,Beech,598 43rd St,Beverly Hills,310-820-2117,310-652-2379,louvenia.beech@beech.com,119,2,15-10-2012,USA
Audry,Yaw,70295 Pioneer Ct,Brandon,813-797-4816,813-744-7100,audry.yaw@yaw.org,117,3,19-10-2012,USA
Kristel,Ehmann,92899 Kalakaua Ave,El Paso,915-452-1290,915-300-6100,kristel.ehmann@aol.com,100,1,23-10-2012,USA
Vincenza,Zepp,395 S 6th St #2,El Cajon,619-603-5125,619-935-6661,vzepp@gmail.com,108,1,24-10-2012,USA
Elouise,Gwalthney,9506 Edgemore Ave,Bladensburg,301-841-5012,301-591-3034,egwalthney@yahoo.com,108,1,12-11-2012,USA
Venita,Maillard,72119 S Walker Ave #63,Anaheim,714-523-6653,714-663-9740,venita_maillard@gmail.com,100,1,23-11-2012,USA
Kasandra,Semidey,369 Latham St #500,Saint Louis,314-732-9131,314-697-3652,kasandra_semidey@semidey.com,106,3,23-11-2012,USA
Xochitl,Discipio,3158 Runamuck Pl,Round Rock,512-233-1831,512-942-3411,xdiscipio@gmail.com,118,1,28-11-2012,USA
Maile,Linahan,9 Plainsboro Rd #598,Greensboro,336-670-2640,336-364-6037,mlinahan@yahoo.com,103,2,12-12-2012,USA
Krissy,Rauser,8728 S Broad St,Coram,631-443-4710,631-288-2866,krauser@cox.net,116,2,12-12-2012,USA
Pete,Dubaldi,2215 Prosperity Dr,Lyndhurst,201-825-2514,201-749-8866,pdubaldi@hotmail.com,109,1,19-12-2012,USA
Linn,Paa,1 S Pine St,Memphis,901-412-4381,901-573-9024,linn_paa@paa.com,100,2,09-01-2012,USA
Paris,Wide,187 Market St,Atlanta,404-505-4445,404-607-8435,paris@hotmail.com,115,2,12-01-2012,USA
Wynell,Dorshorst,94290 S Buchanan St,Pacifica,650-473-1262,650-749-9879,wynell_dorshorst@dorshorst.org,111,1,18-01-2012,USA
Quentin,Birkner,7061 N 2nd St,Burnsville,952-702-7993,952-314-5871,qbirkner@aol.com,109,2,19-01-2012,USA
Regenia,Kannady,10759 Main St,Scottsdale,480-726-1280,480-205-5121,regenia.kannady@cox.net,107,2,31-01-2012,USA
Sheron,Louissant,97 E 3rd St #9,Long Island City,718-976-8610,718-613-9994,sheron@aol.com,104,1,01-02-2012,USA
Izetta,Funnell,82 Winsor St #54,Atlanta,770-844-3447,770-584-4119,izetta.funnell@hotmail.com,105,2,03-02-2012,USA
Rodolfo,Butzen,41 Steel Ct,Northfield,507-210-3510,507-590-5237,rodolfo@hotmail.com,119,3,09-02-2012,USA
Zona,Colla,49440 Dearborn St,Norwalk,203-461-1949,203-938-2557,zona@hotmail.com,109,3,15-02-2012,USA
Serina,Zagen,7 S Beverly Dr,Fort Wayne,260-273-3725,260-382-4869,szagen@aol.com,100,3,17-02-2012,USA
Paz,Sahagun,919 Wall Blvd,Meridian,601-927-8287,601-249-4511,paz_sahagun@cox.net,119,3,23-02-2012,USA
Markus,Lukasik,89 20th St E #779,Sterling Heights,586-970-7380,586-247-1614,markus@yahoo.com,116,1,27-02-2012,USA
Jaclyn,Bachman,721 Interstate 45 S,Colorado Springs,719-853-3600,719-223-2074,jaclyn@aol.com,110,2,29-02-2012,USA
Cyril,Daufeldt,3 Lawton St,New York,212-745-8484,212-422-5427,cyril_daufeldt@daufeldt.com,105,3,02-03-2012,USA
Gayla,Schnitzler,38 Pleasant Hill Rd,Hayward,510-686-3407,510-441-4055,gschnitzler@gmail.com,105,2,02-03-2012,USA
Erick,Nievas,45 E Acacia Ct,Chicago,773-704-9903,773-359-6109,erick_nievas@aol.com,108,1,07-03-2012,USA
Jennie,Drymon,63728 Poway Rd #1,Scranton,570-218-4831,570-868-8688,jennie@cox.net,106,1,08-03-2012,USA
Mitsue,Scipione,77 222 Dr,Oroville,530-986-9272,530-399-3254,mscipione@scipione.com,103,2,15-03-2012,USA
Ciara,Ventura,53 W Carey St,Port Jervis,845-823-8877,845-694-7919,cventura@yahoo.com,116,2,15-03-2012,USA
Galen,Cantres,617 Nw 36th Ave,Brook Park,216-600-6111,216-871-6876,galen@yahoo.com,115,1,19-03-2012,USA
Truman,Feichtner,539 Coldwater Canyon Ave,Bloomfield,973-852-2736,973-473-5108,tfeichtner@yahoo.com,110,3,28-03-2012,USA
Gail,Kitty,735 Crawford Dr,Anchorage,907-435-9166,907-770-3542,gail@kitty.com,109,2,06-04-2012,USA
Dalene,Schoeneck,910 Rahway Ave,Philadelphia,215-268-1275,215-380-8820,dalene@schoeneck.org,116,2,09-04-2012,USA
Gertude,Witten,7 Tarrytown Rd,Cincinnati,513-977-7043,513-863-9471,gertude.witten@gmail.com,120,1,09-04-2012,USA
Lizbeth,Kohl,35433 Blake St #588,Gardena,310-699-1222,310-955-5788,lizbeth@yahoo.com,120,3,23-04-2012,USA
Glenn,Berray,29 Cherry St #7073,Des Moines,515-370-7348,515-372-1738,gberray@gmail.com,113,3,25-04-2012,USA
Lashandra,Klang,810 N La Brea Ave,King of Prussia,610-809-1818,610-378-7332,lashandra@yahoo.com,119,3,02-05-2012,USA
Lenna,Newville,987 Main St,Raleigh,919-623-2524,919-254-5987,lnewville@newville.com,112,3,09-05-2012,USA
Laurel,Pagliuca,36 Enterprise St Se,Richland,509-695-5199,509-595-6485,laurel@yahoo.com,114,2,14-05-2012,USA
Mireya,Frerking,8429 Miller Rd,Pelham,914-868-5965,914-883-3061,mireya.frerking@hotmail.com,106,3,14-05-2012,USA
Annelle,Tagala,5 W 7th St,Parkville,410-757-1035,410-234-2267,annelle@yahoo.com,120,1,24-05-2012,USA
Dean,Ketelsen,2 Flynn Rd,Hicksville,516-847-4418,516-732-6649,dean_ketelsen@gmail.com,114,2,24-05-2012,USA
Levi,Munis,2094 Ne 36th Ave,Worcester,508-456-4907,508-658-7802,levi.munis@gmail.com,117,2,24-05-2012,USA
Sylvie,Ryser,649 Tulane Ave,Tulsa,918-644-9555,918-565-1706,sylvie@aol.com,104,2,29-05-2012,USA
Sharee,Maile,2094 Montour Blvd,Muskegon,231-467-9978,231-265-6940,sharee_maile@aol.com,108,2,08-06-2012,USA
Cordelia,Storment,393 Hammond Dr,Lafayette,337-566-6001,337-255-3427,cordelia_storment@aol.com,116,2,14-06-2012,USA
Mollie,Mcdoniel,8590 Lake Lizzie Dr,Bowling Green,419-975-3182,419-417-4674,mollie_mcdoniel@yahoo.com,116,1,14-06-2012,USA
Brett,Mccullan,87895 Concord Rd,La Mesa,619-461-9984,619-727-3892,brett.mccullan@mccullan.com,109,2,18-06-2012,USA
